Date,Close,High,Low,Open,Volume,RSI,BB_Lower,BB_Middle,BB_Upper,SMA_20,SMA_50,SMA_200,ATR
2022-12-06,140.78607177734375,145.11082689130228,139.81077976944414,144.8842493657544,64727200,44.710744867228904,136.43229832351108,144.64337005615235,152.85444178879362,144.64337005615235,143.22334686279297,151.0429772567749,4.629813541413257
2022-12-07,138.84536743164062,141.2392458201791,137.9193352044314,140.07679006739448,69721100,42.35947985727254,136.7325096203501,144.71430130004882,152.69609297974753,144.71430130004882,143.0151153564453,150.9314596939087,4.536249044165978
2022-12-08,140.52992248535156,141.38700272319693,139.00297068921475,140.24423909407787,62128300,45.06024552404112,138.88907224238656,145.0975196838379,151.30596712528924,145.0975196838379,142.87834197998046,150.84920490264892,4.393776629649977
2022-12-09,140.04721069335938,143.40653461732074,138.80592729031733,140.22452830407295,76097000,44.41799371854543,138.27788320378818,144.8655212402344,151.4531592766806,144.8655212402344,142.87668640136718,150.75144412994385,4.408550251237619
2022-12-12,142.3425750732422,142.352421040337,138.96354439037955,140.5791698825673,70462700,48.198926472673804,138.04805688509197,144.60889282226563,151.1697287594393,144.60889282226563,143.00512634277345,150.65481380462646,4.335716420981152
2022-12-13,143.3079833984375,147.7411030786564,142.09626822814002,147.27808715393954,93886200,49.74727399988552,137.92251944189238,144.47047958374023,151.01843972558808,144.47047958374023,143.06927612304688,150.56168674468995,4.429224882133485
2022-12-14,141.08160400390625,144.48032672192886,139.06206832067184,143.18979848966035,82291200,46.309534842110985,137.61567043714987,144.1340545654297,150.6524386937095,144.1340545654297,143.01710235595704,150.46684246063234,4.499870134832233
2022-12-15,134.47132873535156,139.69256282085553,134.00831270124763,139.01281523751095,98931900,37.928868117081514,135.88003548218956,143.52868728637696,151.17733909056437,143.52868728637696,142.82682189941406,150.32247119903565,4.683685935754252
2022-12-16,132.51092529296875,135.60425843945495,131.7425187492694,134.65853424660116,160156900,35.85641095144086,134.05112740920887,142.73023376464843,151.409340120088,142.73023376464843,142.61641326904297,150.1699158859253,4.624975488687161
2022-12-19,130.4027099609375,133.1906522558453,129.36832710470327,133.10199344508453,79592600,33.72243832601766,132.08850908462148,141.7982925415039,151.50807599838635,141.7982925415039,142.46887939453126,150.0218242263794,4.567643320853646
2022-12-20,130.33372497558594,131.2696028147679,127.95953943331777,129.43724603160783,77432800,33.65186258828397,130.3028649026317,141.02446441650392,151.74606393037612,141.02446441650392,142.31347412109375,149.89236431121827,4.477816181064898
2022-12-21,133.43692016601562,134.77670825725167,130.77705094971176,131.00362844860888,85928000,39.75938481591522,129.58564519631312,140.29890975952148,151.01217432272983,140.29890975952148,142.24845764160156,149.7875408554077,4.475328116789695
2022-12-22,130.26475524902344,132.5601279183043,128.3634466831434,132.35325741702633,77852100,36.101019010345304,128.5575852720512,139.37090682983398,150.18422838761677,139.37090682983398,142.13258728027344,149.63983829498292,4.518052786312301
2022-12-23,129.90029907226562,130.4519739547497,127.71329147955147,128.974266934376,63814900,35.694646058503245,127.4459610466235,138.57048416137695,149.6950072761304,138.57048416137695,141.91796142578124,149.51203594207763,4.390954905519688
2022-12-27,128.09747314453125,129.4569681847138,126.80694496905855,129.42741525184118,69007800,33.67530342635299,125.98543994605666,137.87152862548828,149.7576173049199,137.87152862548828,141.75795837402345,149.39380382537843,4.298269132959408
2022-12-28,124.16678619384766,129.08262238361158,123.99931454878694,127.74283419111387,85438400,29.726624062722422,123.84721789648538,137.1262722015381,150.4053265065908,137.1262722015381,141.44007034301757,149.2760715484619,4.354343326492753
2022-12-29,127.68372344970703,128.54078860997595,125.83166690884427,126.08779735057679,75703700,36.86045255426992,122.96294501147526,136.21896057128907,149.4749761311029,136.21896057128907,141.1661639404297,149.15400547027588,4.355747547193632
2022-12-30,127.99896240234375,128.01866936965655,125.53612512465858,126.50156359082803,77034200,37.473167136726545,122.41372873905239,135.31361923217773,148.21350972530308,135.31361923217773,140.89639831542968,149.01144954681396,4.221947310205389
